Sensor Name, Location, Insect Type, Capture Timestamp (UTC), Temperature (C), Humidity (%), Lat, Lng
FS-361, USDA, NOW, 2020-09-21T08:46:16.8770000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T08:49:22.6390000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T08:52:53.0500000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T08:57:41.0440000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T09:01:47.5420000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T09:04:58.2000000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T09:10:18.4480000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T09:12:56.4700000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T09:15:13.4630000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T09:17:32.4560000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T09:20:14.9600000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T09:23:20.9600000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T09:25:50.2090000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T09:28:20.3920000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T09:33:20.6670000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T09:37:49.3230000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T09:43:41.3190000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T10:05:43.8170000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T10:08:20.8210000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T10:10:36.8250000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T10:14:37.5780000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T10:18:58.6730000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T10:21:13.4280000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T10:26:55.4310000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T10:29:06.7000000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T10:57:32.4720000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T11:07:57.7250000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T11:11:11.4160000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T11:13:31.6770000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T11:15:31.9260000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T11:17:37.7040000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T11:21:42.2090000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T11:24:40.7140000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T11:27:45.6260000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T11:31:00.6410000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T11:33:41.5770000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T11:36:10.9920000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T11:40:47.9960000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T11:44:05.4970000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T11:46:15.2970000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T11:48:34.8130000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T11:57:13.5640000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T12:01:19.3410000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T12:10:02.3390000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T12:28:57.5900000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-21T12:32:23.2520000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-22T08:43:07.0270000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-22T09:06:00.2790000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-22T09:11:50.2860000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-22T09:27:53.7010000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-22T09:32:20.5520000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-22T09:58:18.8020000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-22T10:01:37.5230000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-22T10:04:48.9860000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-22T10:07:48.0310000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-22T10:11:15.7230000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-22T10:13:55.3920000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-22T10:17:08.4040000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-22T10:19:21.8450000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-22T10:21:31.1290000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-22T10:24:24.8520000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-22T10:26:55.3660000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-22T10:32:01.6180000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-22T12:59:49.6200000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-22T13:08:21.8690000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-23T07:46:33.5630000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-23T07:53:00.8710000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-23T07:55:01.9040000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-23T07:58:51.6920000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-23T09:14:47.2940000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-23T09:34:23.0640000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-09-23T11:38:58.4220000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-10-15T10:13:00.8490000, -1.00, -1.00, , 
FS-361, USDA, NOW, 2020-10-15T10:31:47.3490000, -1.00, -1.00, , 
FS-387, USDA, NOW, 2020-07-07T13:20:30.0700000, 12.67, 78.56, , 
FS-387, USDA, NOW, 2020-07-07T13:23:09.0890000, 13.96, 73.19, , 
FS-387, USDA, NOW, 2020-07-08T13:12:50.5760000, 12.73, 90.65, , 
FS-387, USDA, NOW, 2020-07-11T10:46:08.6690000, 16.56, 74.31, , 
FS-387, USDA, NOW, 2020-07-11T13:32:52.1260000, 22.20, 60.23, , 
FS-387, USDA, NOW, 2020-07-12T13:22:37.6510000, 20.40, 67.49, , 
FS-387, USDA, NOW, 2020-07-14T13:20:41.6360000, 15.83, 82.35, , 
FS-387, USDA, NOW, 2020-07-16T04:16:44.8030000, 22.36, 84.35, , 
FS-387, USDA, NOW, 2020-07-16T13:28:28.0560000, 19.43, 78.56, , 
FS-387, USDA, NOW, 2020-07-16T13:33:06.6410000, 20.53, 75.03, , 
FS-387, USDA, NOW, 2020-07-17T13:21:17.2530000, 17.46, 87.15, , 
FS-387, USDA, NOW, 2020-07-17T13:31:45.5260000, 20.56, 72.90, , 
FS-387, USDA, NOW, 2020-07-18T13:22:14.6990000, 16.19, 89.01, , 
FS-387, USDA, NOW, 2020-07-21T13:41:56.2940000, 22.54, 60.02, , 
FS-387, USDA, NOW, 2020-07-23T13:49:13.4640000, 21.43, 63.90, , 
FS-387, USDA, NOW, 2020-07-24T04:22:06.6780000, 20.55, 87.03, , 
FS-387, USDA, NOW, 2020-07-27T13:38:39.8540000, 20.18, 68.50, , 
FS-387, USDA, NOW, 2020-07-28T13:40:34.7440000, 20.85, 67.19, , 
FS-387, USDA, NOW, 2020-07-29T13:28:41.7720000, 16.13, 87.92, , 
FS-387, USDA, NOW, 2020-07-29T13:50:27.4970000, 24.55, 57.83, , 
FS-387, USDA, NOW, 2020-07-30T13:28:20.2160000, 15.13, 90.96, , 
FS-387, USDA, NOW, 2020-08-01T13:38:00.3810000, 18.19, 71.79, , 
FS-387, USDA, NOW, 2020-08-03T13:29:18.6490000, 14.44, 77.77, , 
FS-387, USDA, NOW, 2020-08-03T13:32:58.5340000, 16.13, 77.51, , 
FS-387, USDA, NOW, 2020-08-04T13:37:12.7080000, 15.32, 87.64, , 
FS-387, USDA, NOW, 2020-08-09T13:50:10.0510000, 21.46, 67.78, , 
FS-387, USDA, NOW, 2020-08-10T06:54:25.7550000, 19.53, 85.15, , 
FS-387, USDA, NOW, 2020-08-10T13:34:51.5280000, 15.99, 92.76, , 
FS-387, USDA, NOW, 2020-08-12T13:49:53.1410000, 20.76, 78.09, , 
FS-387, USDA, NOW, 2020-08-14T12:37:43.6890000, 19.25, 89.92, , 
FS-387, USDA, NOW, 2020-08-18T03:10:00.5740000, 34.10, 39.67, , 
FS-387, USDA, NOW, 2020-08-18T03:15:07.0740000, 33.72, 37.19, , 
FS-387, USDA, NOW, 2020-08-19T08:44:19.8830000, 22.48, 84.25, , 
FS-387, USDA, NOW, 2020-08-22T03:04:02.3450000, 22.58, 78.86, , 
FS-387, USDA, NOW, 2020-08-23T02:51:09.9470000, 25.86, 85.44, , 
FS-387, USDA, NOW, 2020-08-25T03:34:09.4410000, 26.10, 54.87, , 
FS-387, USDA, NOW, 2020-08-27T13:54:32.6720000, 15.95, 88.57, , 
FS-387, USDA, NOW, 2020-09-06T03:29:59.2360000, 22.61, 87.95, , 
FS-387, USDA, NOW, 2020-09-09T02:48:34.2580000, 20.88, 71.93, , 
FS-389, USDA, NOW, 2020-07-07T13:12:36.9370000, 9.25, 90.92, , 
FS-389, USDA, NOW, 2020-07-07T13:23:14.7410000, 14.27, 69.51, , 
FS-389, USDA, NOW, 2020-07-08T13:11:45.0630000, 12.66, 88.52, , 
FS-389, USDA, NOW, 2020-07-08T13:15:53.8980000, 14.30, 83.94, , 
FS-389, USDA, NOW, 2020-07-08T13:23:47.8980000, 17.40, 72.57, , 
FS-389, USDA, NOW, 2020-07-08T13:27:20.5560000, 18.72, 66.93, , 
FS-389, USDA, NOW, 2020-07-08T13:29:35.9700000, 19.61, 63.65, , 
FS-389, USDA, NOW, 2020-07-08T13:36:22.1380000, 21.69, 56.53, , 
FS-389, USDA, NOW, 2020-07-14T13:28:57.4950000, 19.20, 69.34, , 
FS-389, USDA, NOW, 2020-07-14T13:32:45.9050000, 20.26, 65.56, , 
FS-389, USDA, NOW, 2020-07-15T13:22:18.1450000, 15.73, 84.75, , 
FS-389, USDA, NOW, 2020-07-15T13:38:56.7740000, 21.12, 64.78, , 
FS-389, USDA, NOW, 2020-07-16T13:25:12.3090000, 18.94, 80.41, , 
FS-389, USDA, NOW, 2020-07-16T13:33:04.6650000, 20.99, 72.46, , 
FS-389, USDA, NOW, 2020-07-17T13:18:14.0740000, 16.68, 87.36, , 
FS-389, USDA, NOW, 2020-07-17T13:31:42.9190000, 20.74, 72.97, , 
FS-389, USDA, NOW, 2020-07-18T13:22:11.1150000, 16.38, 87.51, , 
FS-389, USDA, NOW, 2020-07-20T13:19:51.6770000, 16.42, 90.00, , 
FS-389, USDA, NOW, 2020-07-21T13:30:11.2230000, 18.66, 77.54, , 
FS-389, USDA, NOW, 2020-07-22T13:32:40.3700000, 17.87, 76.13, , 
FS-389, USDA, NOW, 2020-07-23T13:38:19.1970000, 19.01, 73.58, , 
FS-389, USDA, NOW, 2020-07-24T13:23:46.6920000, 15.16, 86.20, , 
FS-389, USDA, NOW, 2020-07-24T13:33:02.0510000, 18.74, 75.35, , 
FS-389, USDA, NOW, 2020-07-24T13:36:53.9340000, 20.45, 69.97, , 
FS-389, USDA, NOW, 2020-07-24T13:52:17.6520000, 25.71, 53.84, , 
FS-389, USDA, NOW, 2020-07-25T13:24:22.9960000, 15.48, 88.27, , 
FS-389, USDA, NOW, 2020-07-25T13:38:43.5080000, 20.58, 72.57, , 
FS-389, USDA, NOW, 2020-07-25T13:44:49.9840000, 22.52, 65.94, , 
FS-389, USDA, NOW, 2020-07-26T13:25:27.1240000, 15.74, 88.62, , 
FS-389, USDA, NOW, 2020-07-27T13:27:22.3090000, 16.59, 81.30, , 
FS-389, USDA, NOW, 2020-07-28T13:32:40.8290000, 18.57, 76.95, , 
FS-389, USDA, NOW, 2020-07-28T13:38:34.0810000, 20.99, 66.07, , 
FS-389, USDA, NOW, 2020-07-28T13:40:54.7430000, 21.90, 64.07, , 
FS-389, USDA, NOW, 2020-07-29T13:27:36.1210000, 16.16, 85.11, , 
FS-389, USDA, NOW, 2020-07-29T13:36:55.7060000, 20.80, 70.06, , 
FS-389, USDA, NOW, 2020-07-29T13:43:48.2410000, 23.53, 61.10, , 
FS-389, USDA, NOW, 2020-07-29T13:47:57.5250000, 24.75, 58.22, , 
FS-389, USDA, NOW, 2020-07-29T13:50:25.8660000, 25.57, 54.95, , 
FS-389, USDA, NOW, 2020-07-30T13:26:15.3370000, 14.80, 89.09, , 
FS-389, USDA, NOW, 2020-07-30T13:46:10.6130000, 23.30, 60.49, , 
FS-389, USDA, NOW, 2020-07-30T13:58:46.3660000, 27.66, 46.83, , 
FS-389, USDA, NOW, 2020-07-31T13:27:58.1210000, 15.45, 90.61, , 
FS-389, USDA, NOW, 2020-07-31T13:42:29.0260000, 21.80, 69.20, , 
FS-389, USDA, NOW, 2020-07-31T13:54:50.7970000, 26.26, 54.86, , 
FS-389, USDA, NOW, 2020-08-01T13:50:11.9990000, 24.25, 51.48, , 
FS-389, USDA, NOW, 2020-08-02T13:29:46.4360000, 13.77, 86.65, , 
FS-389, USDA, NOW, 2020-08-02T13:56:56.1820000, 24.29, 48.07, , 
FS-389, USDA, NOW, 2020-08-03T13:34:02.3840000, 17.12, 71.98, , 
FS-389, USDA, NOW, 2020-08-03T13:36:45.3720000, 18.59, 67.16, , 
FS-389, USDA, NOW, 2020-08-04T13:31:12.7770000, 13.58, 91.72, , 
FS-389, USDA, NOW, 2020-08-04T13:37:16.4890000, 16.00, 84.63, , 
FS-389, USDA, NOW, 2020-08-04T13:45:53.0230000, 19.85, 69.94, , 
FS-389, USDA, NOW, 2020-08-04T13:47:57.2050000, 20.78, 67.95, , 
FS-389, USDA, NOW, 2020-08-04T13:52:34.5790000, 22.85, 61.30, , 
FS-389, USDA, NOW, 2020-08-05T13:31:27.4800000, 12.24, 94.95, , 
FS-389, USDA, NOW, 2020-08-05T13:42:09.1410000, 18.57, 75.32, , 
FS-389, USDA, NOW, 2020-08-05T13:57:49.3780000, 24.49, 52.03, , 
FS-389, USDA, NOW, 2020-08-06T13:32:08.0180000, 10.60, 93.71, , 
FS-389, USDA, NOW, 2020-08-06T13:36:53.3730000, 12.49, 90.69, , 
FS-389, USDA, NOW, 2020-08-06T13:41:02.5150000, 14.53, 84.03, , 
FS-389, USDA, NOW, 2020-08-06T13:45:28.1860000, 16.65, 76.60, , 
FS-389, USDA, NOW, 2020-08-06T13:49:21.0170000, 18.30, 68.89, , 
FS-389, USDA, NOW, 2020-08-07T13:46:10.4410000, 19.58, 75.27, , 
FS-389, USDA, NOW, 2020-08-08T13:37:29.1650000, 16.35, 86.86, , 
FS-389, USDA, NOW, 2020-08-08T13:43:51.1750000, 19.52, 74.68, , 
FS-389, USDA, NOW, 2020-08-08T13:47:59.6340000, 21.35, 66.81, , 
FS-389, USDA, NOW, 2020-08-08T13:58:14.8420000, 24.70, 55.38, , 
FS-389, USDA, NOW, 2020-08-09T13:36:44.2340000, 17.00, 82.53, , 
FS-389, USDA, NOW, 2020-08-09T13:50:07.8450000, 22.32, 64.28, , 
FS-389, USDA, NOW, 2020-08-10T13:34:48.7020000, 16.27, 89.29, , 
FS-389, USDA, NOW, 2020-08-10T13:44:01.0860000, 20.12, 79.39, , 
FS-389, USDA, NOW, 2020-08-10T13:54:24.0440000, 23.85, 64.08, , 
FS-389, USDA, NOW, 2020-08-11T13:51:14.8220000, 22.06, 69.89, , 
FS-389, USDA, NOW, 2020-08-11T13:54:51.7550000, 23.36, 64.96, , 
FS-389, USDA, NOW, 2020-08-12T13:49:49.2250000, 21.52, 74.02, , 
FS-389, USDA, NOW, 2020-08-12T13:53:46.8070000, 22.85, 69.79, , 
FS-389, USDA, NOW, 2020-08-14T13:40:39.4510000, 19.37, 84.22, , 
FS-389, USDA, NOW, 2020-08-14T13:53:53.1260000, 19.42, 83.51, , 
FS-389, USDA, NOW, 2020-08-15T13:55:41.8850000, 25.34, 63.16, , 
FS-389, USDA, NOW, 2020-08-17T13:46:08.6120000, 21.12, 88.05, , 
FS-389, USDA, NOW, 2020-08-17T13:56:35.2460000, 23.13, 78.35, , 
FS-389, USDA, NOW, 2020-08-27T13:54:29.9330000, 16.31, 85.78, , 
FS-389, USDA, NOW, 2020-08-30T13:53:44.6150000, 14.33, 89.47, , 
FS-390, USDA, NOW, 2020-07-07T11:24:33.5720000, 11.47, 77.46, , 
FS-390, USDA, NOW, 2020-07-07T13:05:10.0840000, 12.26, 72.26, , 
FS-390, USDA, NOW, 2020-07-07T13:07:33.3130000, 13.01, 69.29, , 
FS-390, USDA, NOW, 2020-07-07T13:09:37.9400000, 13.67, 67.28, , 
FS-390, USDA, NOW, 2020-07-07T13:13:35.5980000, 14.49, 63.03, , 
FS-390, USDA, NOW, 2020-07-07T13:21:06.7940000, 17.08, 55.16, , 
FS-390, USDA, NOW, 2020-07-07T13:23:43.3210000, 18.34, 50.19, , 
FS-390, USDA, NOW, 2020-07-08T13:02:13.3690000, 14.95, 74.04, , 
FS-390, USDA, NOW, 2020-07-08T13:20:11.8770000, 19.79, 58.12, , 
FS-390, USDA, NOW, 2020-07-09T13:03:01.1410000, 17.58, 61.37, , 
FS-390, USDA, NOW, 2020-07-09T13:20:26.2460000, 20.93, 54.37, , 
FS-390, USDA, NOW, 2020-07-09T13:36:45.5140000, 25.11, 44.41, , 
FS-390, USDA, NOW, 2020-07-10T13:06:37.4280000, 16.11, 70.14, , 
FS-390, USDA, NOW, 2020-07-10T13:11:17.9190000, 16.95, 66.33, , 
FS-390, USDA, NOW, 2020-07-10T13:25:56.0510000, 19.85, 56.81, , 
FS-390, USDA, NOW, 2020-07-10T13:44:10.0420000, 25.11, 42.67, , 
FS-390, USDA, NOW, 2020-07-11T13:30:31.3320000, 21.95, 50.91, , 
FS-390, USDA, NOW, 2020-07-11T13:36:39.1710000, 23.07, 47.54, , 
FS-390, USDA, NOW, 2020-07-12T13:03:50.8860000, 19.09, 56.84, , 
FS-390, USDA, NOW, 2020-07-12T13:16:41.6390000, 21.32, 53.45, , 
FS-390, USDA, NOW, 2020-07-13T13:30:19.6000000, 23.70, 44.02, , 
FS-390, USDA, NOW, 2020-07-13T13:35:32.5770000, 24.92, 41.85, , 
FS-390, USDA, NOW, 2020-07-13T13:39:22.8410000, 25.80, 40.44, , 
FS-390, USDA, NOW, 2020-07-14T13:11:46.6070000, 16.15, 70.24, , 
FS-390, USDA, NOW, 2020-07-14T13:18:43.2190000, 17.73, 65.98, , 
FS-390, USDA, NOW, 2020-07-14T13:34:09.9160000, 21.61, 54.86, , 
FS-390, USDA, NOW, 2020-07-15T13:17:52.9630000, 16.23, 74.04, , 
FS-390, USDA, NOW, 2020-07-15T13:22:49.8300000, 17.22, 70.50, , 
FS-390, USDA, NOW, 2020-07-15T13:26:57.7230000, 18.24, 67.38, , 
FS-390, USDA, NOW, 2020-07-17T13:21:25.3920000, 19.97, 70.53, , 
FS-390, USDA, NOW, 2020-07-18T13:13:24.3410000, 16.44, 81.55, , 
FS-390, USDA, NOW, 2020-07-18T13:34:48.0350000, 22.46, 60.39, , 
FS-390, USDA, NOW, 2020-07-19T13:10:22.8110000, 17.12, 78.24, , 
FS-390, USDA, NOW, 2020-07-20T13:15:32.5550000, 18.01, 80.90, , 
FS-390, USDA, NOW, 2020-07-20T13:20:59.3880000, 18.93, 78.11, , 
FS-390, USDA, NOW, 2020-07-20T13:24:50.7110000, 19.77, 75.03, , 
FS-390, USDA, NOW, 2020-07-20T13:36:32.3250000, 22.41, 65.69, , 
FS-390, USDA, NOW, 2020-07-21T13:22:35.0160000, 18.16, 73.06, , 
FS-390, USDA, NOW, 2020-07-22T13:12:18.1890000, 14.34, 84.72, , 
FS-390, USDA, NOW, 2020-07-22T13:26:52.5660000, 17.78, 72.96, , 
FS-390, USDA, NOW, 2020-07-23T13:17:47.1930000, 15.17, 85.81, , 
FS-390, USDA, NOW, 2020-07-23T13:23:13.3480000, 16.42, 81.49, , 
FS-390, USDA, NOW, 2020-07-23T13:25:16.7500000, 16.84, 79.26, , 
FS-390, USDA, NOW, 2020-07-23T13:28:06.1790000, 17.42, 77.46, , 
FS-390, USDA, NOW, 2020-07-24T13:20:31.2170000, 16.70, 79.38, , 
FS-390, USDA, NOW, 2020-07-24T13:29:02.1350000, 18.75, 71.94, , 
FS-390, USDA, NOW, 2020-07-24T13:35:19.5180000, 20.26, 66.74, , 
FS-390, USDA, NOW, 2020-07-24T13:43:11.4090000, 23.07, 58.06, , 
FS-390, USDA, NOW, 2020-07-25T13:21:28.6100000, 17.34, 75.57, , 
FS-390, USDA, NOW, 2020-07-25T13:39:13.2970000, 21.96, 61.49, , 
FS-390, USDA, NOW, 2020-07-26T13:18:40.1480000, 17.07, 75.08, , 
FS-390, USDA, NOW, 2020-07-28T13:14:17.7080000, 16.63, 76.75, , 
FS-390, USDA, NOW, 2020-07-28T13:17:37.0660000, 17.11, 76.19, , 
FS-390, USDA, NOW, 2020-07-28T13:41:47.7060000, 23.59, 56.22, , 
FS-390, USDA, NOW, 2020-07-29T13:21:41.4060000, 17.87, 74.47, , 
FS-390, USDA, NOW, 2020-07-29T13:34:21.4120000, 21.44, 63.58, , 
FS-390, USDA, NOW, 2020-07-30T13:28:32.3390000, 18.22, 74.22, , 
FS-390, USDA, NOW, 2020-07-30T13:36:07.5030000, 21.11, 62.82, , 
FS-390, USDA, NOW, 2020-07-31T13:15:48.9770000, 15.82, 84.30, , 
FS-390, USDA, NOW, 2020-07-31T13:25:06.2770000, 17.32, 80.25, , 
FS-390, USDA, NOW, 2020-07-31T13:33:05.1090000, 19.98, 71.93, , 
FS-390, USDA, NOW, 2020-08-01T13:26:30.9680000, 17.18, 69.57, , 
FS-390, USDA, NOW, 2020-08-01T13:33:14.1000000, 19.19, 64.33, , 
FS-390, USDA, NOW, 2020-08-03T13:25:29.7590000, 16.84, 67.00, , 
FS-390, USDA, NOW, 2020-08-03T13:32:58.8700000, 19.67, 57.04, , 
FS-390, USDA, NOW, 2020-08-03T13:35:37.5460000, 20.21, 59.21, , 
FS-390, USDA, NOW, 2020-08-04T13:23:23.4440000, 14.82, 84.64, , 
FS-390, USDA, NOW, 2020-08-04T13:30:11.3030000, 15.92, 79.83, , 
FS-390, USDA, NOW, 2020-08-04T13:33:44.1400000, 16.63, 77.76, , 
FS-390, USDA, NOW, 2020-08-04T13:35:53.9100000, 17.24, 75.54, , 
FS-390, USDA, NOW, 2020-08-04T13:43:34.7430000, 19.54, 67.21, , 
FS-390, USDA, NOW, 2020-08-05T13:22:04.0020000, 13.70, 85.85, , 
FS-390, USDA, NOW, 2020-08-05T13:25:21.7340000, 14.69, 83.94, , 
FS-390, USDA, NOW, 2020-08-05T13:30:29.9220000, 16.47, 76.53, , 
FS-390, USDA, NOW, 2020-08-05T13:33:02.1180000, 17.42, 73.18, , 
FS-390, USDA, NOW, 2020-08-05T13:38:34.8920000, 19.44, 65.95, , 
FS-390, USDA, NOW, 2020-08-05T13:40:56.4200000, 20.43, 61.41, , 
FS-390, USDA, NOW, 2020-08-05T13:52:03.4670000, 24.54, 50.04, , 
FS-390, USDA, NOW, 2020-08-06T13:24:19.7060000, 11.45, 92.22, , 
FS-390, USDA, NOW, 2020-08-06T13:28:59.1920000, 12.60, 89.85, , 
FS-390, USDA, NOW, 2020-08-06T13:32:40.0590000, 13.74, 86.31, , 
FS-390, USDA, NOW, 2020-08-06T13:37:16.8290000, 15.20, 80.56, , 
FS-390, USDA, NOW, 2020-08-06T13:53:15.6770000, 20.83, 58.57, , 
FS-390, USDA, NOW, 2020-08-07T13:34:05.6440000, 16.77, 84.19, , 
FS-390, USDA, NOW, 2020-08-08T12:21:26.4940000, 15.57, 87.25, , 
FS-390, USDA, NOW, 2020-08-09T11:14:40.6860000, 16.91, 79.61, , 
FS-390, USDA, NOW, 2020-08-09T11:16:42.9370000, 16.90, 79.80, , 
FS-390, USDA, NOW, 2020-08-09T12:27:55.6920000, 16.54, 82.65, , 
FS-390, USDA, NOW, 2020-08-09T12:31:51.4150000, 16.52, 82.88, , 
FS-390, USDA, NOW, 2020-08-10T13:30:35.6940000, 17.66, 79.13, , 
FS-390, USDA, NOW, 2020-08-10T13:33:05.6910000, 18.14, 77.90, , 
FS-390, USDA, NOW, 2020-08-10T13:36:42.1910000, 19.02, 75.56, , 
FS-390, USDA, NOW, 2020-08-11T13:43:09.7420000, 20.63, 73.32, , 
FS-390, USDA, NOW, 2020-08-12T13:30:23.0360000, 17.63, 84.73, , 
FS-390, USDA, NOW, 2020-08-13T12:20:44.7960000, 17.91, 79.57, , 
FS-390, USDA, NOW, 2020-08-13T12:24:23.5560000, 17.90, 79.13, , 
FS-390, USDA, NOW, 2020-08-13T12:27:09.5740000, 17.87, 79.21, , 
FS-390, USDA, NOW, 2020-08-13T12:38:39.3390000, 17.79, 78.58, , 
FS-390, USDA, NOW, 2020-08-13T12:42:11.6220000, 17.76, 78.48, , 
FS-390, USDA, NOW, 2020-08-13T12:47:02.8810000, 17.75, 78.83, , 
FS-390, USDA, NOW, 2020-08-15T12:32:26.9480000, 19.53, 76.54, , 
FS-390, USDA, NOW, 2020-08-15T12:47:17.7080000, 19.40, 77.46, , 
FS-390, USDA, NOW, 2020-08-15T12:55:15.9650000, 19.34, 77.17, , 
FS-390, USDA, NOW, 2020-08-16T02:08:08.8960000, 27.13, 92.64, , 
FS-390, USDA, NOW, 2020-08-16T02:10:16.0550000, 27.11, 93.00, , 
FS-390, USDA, NOW, 2020-08-16T02:12:25.1620000, 27.03, 93.37, , 
FS-390, USDA, NOW, 2020-08-16T02:14:42.1530000, 26.98, 93.66, , 
FS-390, USDA, NOW, 2020-08-16T02:16:44.0060000, 26.98, 93.75, , 
FS-390, USDA, NOW, 2020-08-16T02:19:24.3670000, 26.93, 93.97, , 
FS-390, USDA, NOW, 2020-08-16T02:21:58.6200000, 26.88, 94.13, , 
FS-390, USDA, NOW, 2020-08-16T02:23:59.7150000, 26.85, 94.34, , 
FS-390, USDA, NOW, 2020-08-16T02:26:28.7470000, 26.75, 94.76, , 
FS-390, USDA, NOW, 2020-08-16T02:28:29.6270000, 26.66, 94.97, , 
FS-390, USDA, NOW, 2020-08-16T02:30:29.8990000, 26.58, 95.20, , 
FS-390, USDA, NOW, 2020-08-16T02:33:21.4880000, 26.49, 95.52, , 
FS-390, USDA, NOW, 2020-08-16T02:36:54.2450000, 26.38, 95.49, , 
FS-390, USDA, NOW, 2020-08-16T02:39:25.0080000, 26.32, 95.59, , 
FS-390, USDA, NOW, 2020-08-16T02:41:41.5330000, 26.28, 95.77, , 
FS-390, USDA, NOW, 2020-08-16T03:17:45.3280000, 25.19, 96.21, , 
FS-390, USDA, NOW, 2020-08-16T03:19:51.9410000, 25.15, 96.23, , 
FS-390, USDA, NOW, 2020-08-16T03:21:59.7250000, 25.08, 96.24, , 
